date,OBV
2020-01-09 14:41:00,11234805.0
2020-01-09 14:42:00,11193070.0
2020-01-09 14:43:00,11230376.0
2020-01-09 14:44:00,11188632.0
2020-01-09 14:45:00,11143000.0
2020-01-09 14:46:00,11102821.0
2020-01-09 14:47:00,11066318.0
2020-01-09 14:48:00,11030822.0
2020-01-09 14:49:00,10976837.0
2020-01-09 14:50:00,11022627.0
2020-01-09 14:51:00,10996853.0
2020-01-09 14:52:00,10967061.0
2020-01-09 14:53:00,10932683.0
2020-01-09 14:54:00,10964460.0
2020-01-09 14:55:00,10988803.0
2020-01-09 14:56:00,11038980.0
2020-01-09 14:57:00,11080657.0
2020-01-09 14:58:00,11064937.0
2020-01-09 14:59:00,11085579.0
2020-01-09 15:00:00,11054980.0
2020-01-09 15:01:00,11020067.0
2020-01-09 15:02:00,11055741.0
2020-01-09 15:03:00,11017060.0
2020-01-09 15:04:00,10998345.0
2020-01-09 15:05:00,10938812.0
2020-01-09 15:06:00,10887561.0
2020-01-09 15:07:00,10992872.0
2020-01-09 15:08:00,11029063.0
2020-01-09 15:09:00,10984542.0
2020-01-09 15:10:00,10923575.0
2020-01-09 15:11:00,10841841.0
2020-01-09 15:12:00,10664798.0
2020-01-09 15:13:00,10715804.0
2020-01-09 15:14:00,10824438.0
2020-01-09 15:15:00,10871695.0
2020-01-09 15:16:00,10825402.0
2020-01-09 15:17:00,10852274.0
2020-01-09 15:18:00,10930408.0
2020-01-09 15:19:00,10887029.0
2020-01-09 15:20:00,10843503.0
